USER_ID,SITE_NAME,POSA_CONTINENT,USER_LOCATION_COUNTRY,USER_LOCATION_REGION
784646,24,2,66,314
784666,2,3,66,351
784688,13,1,46,171
784746,2,3,59,262
784747,2,3,66,174
784750,34,3,205,354
784754,2,3,66,318
784756,8,4,77,977
784789,21,1,66,258
784790,37,1,69,761
784807,37,1,69,692
784823,37,1,69,931
784835,17,1,133,31
784840,2,3,66,462
784849,2,3,66,226
784867,2,3,66,142
784882,2,3,66,260
784889,2,3,66,348
784905,11,3,55,12
784911,2,3,66,174
784930,2,3,66,226
784935,2,3,66,356
784940,2,3,66,467
784955,2,3,66,143
784996,34,3,66,174
784997,32,1,62,135
785019,24,2,3,60
785041,2,3,66,318
785047,24,2,134,55
785062,2,3,66,174
785088,37,1,69,747
785129,2,3,66,174
785142,2,3,66,318
785169,24,2,3,50
785178,24,2,3,50
785204,23,1,1,370
785227,11,3,205,155
785237,2,3,66,314
785247,2,3,66,220
785248,2,3,66,189
785289,2,3,103,45
785306,37,1,69,609
785328,2,3,66,174
785339,2,3,66,363
785342,34,3,205,354
785359,2,3,66,348
785370,2,3,66,348
785375,37,1,69,832
785408,2,3,66,174
785422,2,3,66,442
785426,2,3,66,174
785430,2,3,66,448
785472,13,1,46,171
785477,37,1,69,559
785489,34,3,205,354
785496,2,3,66,348
785497,2,3,66,311
785511,2,3,66,442
785520,2,3,66,321
785522,2,3,66,462
785533,2,3,66,331
785549,2,3,66,448
785550,2,3,66,459
785551,2|17,1|3,66|133,20|442
785552,2,3,66,363
785558,2,3,66,442
785579,2,3,66,174
785582,2,3,66,174
785607,2,3,66,435
785621,2,3,66,442
785634,37,1,69,923
785648,2,3,66,184
785652,24,2,3,50
785658,37,1,69,623|682
785664,2,3,71,0
785672,2,3,66,258
785679,2,3,66,220
785687,2,3,66,258
785689,2,3,66,442
785692,11,3,205,354
785715,2,3,66,356
785737,24,2,3,50
785753,13,1,46,172
785766,17,1,70|130|230,47|395|631
785772,2,3,66,258
785807,14,1,214,120
785812,11,3,205,344
785817,2,3,66,258
785819,24,2,3,73
785845,2,3,66,196
785867,23,1,1,165
785923,34,3,205,354
785925,2,3,66,442
785948,37,1,69,941
785951,2,3,198,208
785978,37,1,69,668
786002,11,3,205,135
786010,8,4,77,824
786030,2,3,66,435
786039,2,3,66,184
786048,2,3,66,258
786071,37,1,69,902
786082,34,3,205,411
786086,11,3,205,354
786101,2,3,66,220
786111,2,3,66,220
786134,2,3,66,174
786156,34,3,93,43
786182,2,3,6,492
786200,11,3,103,45
786205,2,3,179,18
786267,37,1,69,954
786275,2,3,66,337
786286,2,3,66,442
786291,40,3,66,311
786295,2,3,66,174
786311,2,3,179|231,48|410
786344,17,1,133,20
786352,2,3,66,226|462
786370,34,3,205,135
786375,34,3,205,135
786377,34,3,205,354
786384,13,1,46,244
786399,24,2,3,50
786403,24,2,3,50
786405,37,1,69,695
786409,32,1,62,25
786459,37,1,69,912
786470,2,3,66,462
786488,2,3,66,325
786490,8,4,77,977
786498,37,1,69,813
786505,37,1,69,855
786514,2,3,66,356
786518,8,4,77,824
786574,2,3,66,351
786580,2,3,66,351
786590,2,3,66,174
786611,2,3,191,376
786625,9,1,32,583
786647,2,3,66,351
786654,2,3,66,352
786658,2,3,66,331
786662,2,3,66,174
786669,34,3,205,155
786671,2,3,66,260
786696,2,3,66,174
786740,8,4,77,871
786748,2,3,66,351
786781,2,3,66,220
786824,23,1,1,380
786826,2,3,66,442
786836,13,1,46,157
786870,24,2,231,68
786902,8,4,77,977
786915,2,3,66,189
786917,34,3,205,135
786923,37,1,69,923
786931,2,3,66,258
786982,2,3,66,348
786997,37,1,69,674
787001,34,3,205,385
787007,2,3,66,254
787032,34,3,205,354
787049,2,3,66,348
787051,2,3,66,174
787085,40,3,66,174
787101,2,3,66,448
787114,34,3,205,411
787133,2,3,66,174
787137,2,3,215,646
787155,2,3,66,348
787174,11,3,205,354
787184,11,3,205,135
787190,2,3,66,363
787197,2,3,66,220
787204,2,3,66,174
787209,2,3,66,442
787221,11,3,55,236
787234,13,1,46,398
787245,2,3,66,288
787248,13,1,46,398
787252,2,3,66,442
787268,2,3,66,403
787287,24,2,70,87
787296,2,3,66,220
787303,34,3,205,155
787314,37,1,69,941
787318,17,1,133,20
787320,24,2,32,583
787343,34,3,66,337
787355,32,1,62,135
787358,37,1,69,930
787364,11,3,205,135
787385,37,1,69,739
787391,37,1,69,639
787397,37,1,69,844
787401,2,3,66,348
787410,2,3,66,258
787411,2,3,66,220
787417,10,0,182,316
787441,34,3,205,354
787448,2,3,218,17
787450,37,1,1|69,395|603|695
787461,2,3,66,153
787524,37,1,69,818
787533,34,3,205,354
787535,2,3,66,260
787540,34,3,205,354
787542,34,3,205,354
787546,13,1,46,412
787561,8,4,77,947
787567,2,3,66,318
787568,2,3,66,337
787597,2,3,66,442
787608,24,2,3,60
787612,2,3,66,314
787619,8,4,77,824
787639,2,3,63,229
787645,34,3,205,155
787652,2,3,66,337
787668,2,3,66,331
787690,2,3,66,226
787693,2,3,66,348
787697,2,3,66,448
787708,2,3,66,174
787718,2,3,198,208
787741,2,3,66,258
787745,2,3,12,790
787767,2,3,66,348
787769,2,3,66,348
787775,29,1,52,48
787787,2,3,66,174
787789,13,1,46,244
787797,18,2,119,0
787805,34,3,205,354
787817,13,1,46,408
787837,11,3,205,155
787839,37,1,69,1002|1010
787842,2,3,66,256
787846,24,2,1,395
787848,2,3,66,356
787849,17,1,133,20
787873,2,3,66,448
787897,2,3,66,356
787915,34,3,205,354
787929,32,1,62,31
787942,2,3,66,311
787943,2,3,66,352
787953,37,1,119,0
787955,24,2,3,50
787980,2,3,66,311
787986,24,2,3,60
788025,2,3,66,442
788039,9,1,32,583
788057,2,3,66,220
788107,2,3,66,321
788112,37,1,69,761
788116,2,3,66,348
788122,37,1,69,657|923
788123,34,3,205,155
788141,2,3,133,21
788143,2,3,1,318
788146,34,3,66,174
788168,34,3,205,354
788192,11,3,205,135
788199,2,3,66,174
788229,35,2,70,47
788289,24,2,3,64
788301,2,3,66,471
788304,34,3,205,155
788313,37,1,66,348
788320,34,3,205,354
788355,2,3,66,348
788406,34,3,205,354
788427,34,3,205,135
788459,34,3,205,354
788461,34,3,205,339
788466,2,3,66,174
788470,2,3,66,174
788475,34,3,205,354
788538,2,3,66,311
788541,2,3,66,314
788572,11,3,205,135
788580,11,3,66,174
788589,11,3,205,135
788591,2,3,66,143
788606,34,3,205,155
788614,34,3,205,135|155
788615,34,3,205,385
788626,34,3,141,293
788632,34,3,205,354
788637,34,3,205,135
788643,2,3,66,174
788644,34,3,205,385
788656,34,3,205,354
788714,2,3,66,348
788740,2,3,66,356
788746,2,3,66,321
788747,2,3,66,321
788749,2,3,66,442
788761,34,3,205,343
788777,2,3,66,174
788782,2,3,66,447
788785,2,3,66,174
788792,2,3,205,354
788807,2,3,66,174
788849,2,3,66,442
788853,34,3,205,135
788865,2,3,66,174
788867,34,3,205,155
788875,2,3,66,321
788896,2,3,66,174
788897,2,3,66,315
788912,2,3,66,442
788926,34,3,205,354
788934,2,3,66,311
788939,2,3,66,184
788950,34,3,205,354
788968,2,3,66,348
788969,34,3,205,135
788993,2,3,23|119,0|65
788999,34,3,205,411
789026,2,3,66,174
789027,2,3,66,174
789046,2,3,66,348
789048,2,3,66,346
789059,11,3,205,155
789081,34,3,205,354
789087,34,3,205,354
789091,2,3,66,442
789092,2,3,66,174
789114,34,3,205,354
789126,2,3,66,174|322|352
789130,34,3,205,135
789146,34,3,205,354
789164,34,3,205,354
789170,2,3,215,646
789176,2,3,66,153
789200,34,3,205,354
789201,34,3,205,135
789210,2,3,66,462
789214,2,3,218,17
789217,2,3,66,311
789218,11,3,205,343
789231,2,3,66,311
789235,2,3,66,340
789252,34,3,205,354
789274,2,3,218,17
789290,2,3,66,348
789321,34,3,205,411
789338,34,3,205,354
789357,2,3,66,315
789363,2,3,19|66,38|174
789376,2,3,66,220
789380,2,3,66,311
789389,2,3,66,363
789391,2,3,66,260
789418,34,3,205,312
789442,2,3,66,448
789490,2,3,173,526
789496,11,3,205,155
789503,34,3,205,135
789509,2,3,68|80,38|335
789528,34,3,205,135
789569,2,3,66,442
789582,2,3,66,196
789589,37,1,69,813
789591,2,3,66,254
789597,34,3,205,135
789602,2,3,66,442
789615,2,3,66,348
789631,2,3,66,220
789640,34,3,205,385
789643,2,3,66,256
789666,2,3,66,351
789686,2,3,66,348
789689,2,3,3,51
789694,2,3,66,442
789716,34,3,205,155
789721,2,3,66,363
789774,2,3,66,348
789813,11,3,205,354
789816,34,3,205,135
789873,2,3,66,293
789876,11,3,205,135
789882,33,2,194,38
789892,2,3,66,184
789899,11,3,205,354
789925,2,3,66,348
789937,2,3,119,0
789958,2,3,194,38
789963,2,3,66,363
789964,2,3,66|215,184|909
789965,2,3,66,321
789993,26,0,215,610
790020,2,3,66,348
790025,2,3,66,220|467
790027,34,3,205,135
790033,34,3,215,817
790037,34,3,205,155
790043,2,3,66,363
790094,2,3,66,153
790095,34,3,205,354
790110,2,3,60,74
790126,2,3,3|66,45|348
790149,2,3,231,68
790159,37,1,69,999
790176,24,2,3,45
790190,37,1,66|69,435|819
790193,2,3,66,351
790194,8,4,77,462
790206,23,1,1,318
790218,2,3,66,356
790222,2,3,66,337
790223,34,3,205,155
790229,2,3,231,68
790230,29,1,52,42
790232,24,2,3,64
790244,37,1,69,941
790249,2,3,66,174
790258,37,1,69,876
790300,11,3,205,155
790305,34,3,205,155
790312,2,3,69,571
790323,2,3,66,348
790343,34,3,29,194
790347,37,1,69,619
790358,30,4,195,597
790359,2,3,66,174
790416,11,3,205,330
790426,2,3,66,258
790440,2,3,66,314
790450,2,3,66,174
790466,2,3,66,311
790475,2,3,182,416
790488,24,2,3,77
790519,37,1,69,750
790546,2,3,66,174
790549,23,1,1,395
790552,2,3,66,346
790555,37,1,69,748
790559,24,2,3,38
790576,8,4,77,977
790585,17,1,66,346
790591,37,1,69,948
790595,2,3,66,174
790644,2,3,66,331
790649,2,3,66,258
790661,2,3,1,177
790668,2,3,66,351
790675,2,3,66,348
790688,2,3,66,356
790696,2,3,66,258
790734,2,3,66,348
790735,2,3,215,553
790748,11,3,205,354
790796,2,3,66,442
790798,2,3,66,174
790835,2,3,66,314
790839,40,3,66,462
790872,2,3,66,220
790888,34,3,205,354
790898,24,2,3,51
790947,23,1,1,318
790954,37,1,69,682
790958,2,3,66,174
790965,2,3,12,956
790984,2,3,66,174
790993,2,3,66,220
791002,34,3,130,759
791015,2,3,101,0
791018,2,3,3,50
791024,2,3,66,174
791025,2,3,66,442
791030,2,3,66,322
791033,2,3,66,348
791044,2,3,66,174
791045,30,4,195,548
791049,30,4,195,548
791056,2,3,154,196
791067,2,3,66,442
791069,2,3,66,174
791071,2,3,66,174
791103,2,3,230,424
791137,2,3,66,356
791149,2,3,66,471
791152,2,3,152,545
791166,2,3,66,174
791217,2,3,66,442
791264,37,1,69,753
791265,37,1,69,655
791272,24,2,70,47
791274,2,3,66,348
791315,17,1,133,20
791359,2,3,48,424
791361,34,3,205,354
791363,34,3,205,155
791390,11,3,66|205,198|354
791396,2,3,66,311
791441,2,3,198,208
791453,2,3,66,174
791461,2,3,66,363
791474,2,3,66,351
791475,2,3,66,174
791484,2,3,66,337
791485,2,3,66,246
791496,2,3,66,174
791507,2,3,66,226
791509,2,3,205,354
791512,2,3,66,174
791518,2,3,66,462
791526,2,3,129,311
791537,2,3,66,337
791540,2,3,66,258
791545,11,3,205,354
791548,2,3,66,363
791568,2,3,66,448
791574,2,3,66,318
791608,2,3,235,240
791612,2,3,66,351
791614,2,3,66,174
791616,2,3,66,442
791621,2,3,39,0
791647,11,3,205,155
791662,2,3,66,220
791665,2,3,66,311
791681,23,1,1,318
791688,2,3,66,153|311
791714,13,1,46,172
791742,2,3,70,49
791771,2,3,215,885
791774,22,2,0,435
791789,2,3,44,22
791791,2,3,66,314
791795,11,3,205,354
791798,2,3,66,348
791801,2,3,66,442
791802,2,3,66|119,0|348
791819,2,3,66,174
791829,2,3,66,331
791836,2,3,66,363
791881,2,3,66,258
791895,2,3,66,462
791898,2,3,66,351
791912,2,3,66,318
791927,11,3,205,354
791930,2,3,66,348
791933,11,3,205,354
791979,2,3,215,646|780
792023,37,1,69,930
792024,25,2,23,48
792025,14,1,214,121
792034,27,2,167,47
792036,34,3,205,354
792040,32,1,62,135
792072,2,3,194,38
792076,2,3,66,174
792094,13,1,46,419
792142,2,3,66,220
792144,10,0,182,416
792151,2,3,66,471
792161,2,3,66,174
792205,2,3,66,220
792206,2,3,66,318
792210,2,3,182,393
792220,11,3,205,155
792230,2,3,66,174
792239,2,3,66,356
792241,2,3,66,337
792261,2,3,66,174
792262,2,3,70,47
792326,37,1,69,627
792330,2,3,66,260
792348,2,3,66,311|348
792371,8,4,77,977
792375,2,3,66,174
792408,2,3,218,17
792414,18,2,231,81
792420,2,3,66,226
792434,2,3,231,58
792463,34,3,66,462
792503,2,3,66,321
792511,2,3,66,153
792519,2,3,66,331
792567,2,3,149,290
792573,2,3,66,337
792608,2,3,66,462
792609,2,3,66,184
792631,2,3,66,448
792634,2,3,154,196
792645,2,3,66,435
792651,37,1,69,826
792672,2,3,66,174
792682,2,3,215,919
792685,2,3,66,352
792687,34,3,205,155
792693,14,1,214,120
792696,2,3,66,318
792702,2,3,66,462
792726,2,3,66,260
792728,2,3,66,348
792750,11,3,205,135
792758,2,3,66,348
792775,2,3,215,553
792786,2,3,66,226
792796,2,3,3,63
792802,24,2,3,51
792808,2,3,66,435
792809,2,3,66,174
792810,2,3,66,153
792821,2,3,202,269
792826,2,3,66,363
792835,37,1,69,619
792844,2,3,66,174
792861,2,3,66,363
792884,34,3,205,354
792900,11,3,205,411
792913,2,3,66,435
792922,2,3,66,174
792927,2,3,66,348
792934,34,3,205,354
792952,2,3,66,258
792989,2,3,66,254
792993,2,3,66,226
793012,2,3,66,174
793014,2,3,93,71
793033,11,3,205,354
793044,2,3,66,337
793045,37,1,69,689
793050,2,3,66,322
793055,2,3,66,321
793062,2,3,66,174
793084,2,3,66,348
793086,2,3,66,314
793094,37,1,69,693
793107,2,3,66,260
793125,2,3,66,184
793184,34,3,66,442
793220,2,3,66,363
793224,2,3,66,174
793229,2,3,231,48
793233,11,3,205,354
793255,2,3,66,220|442
793257,23,1,1,436
793260,37,1,69,844
793304,2,3,66,174|318
793305,2,3,66,321
793367,2,3,66,220
793375,2,3,66,174
793416,2,3,66,174
793425,2,3,66,348
793432,2,3,66,356
793448,2,3,66,459
793464,2,3,66,356
793465,34,3,205,339
793480,2,3,66,348
793482,2,3,66,403
793502,2,3,30,11
793527,2,3,66,174|260
793555,2,3,66,448
793559,2,3,66,258
793570,11,3,205,135
793582,26,0,215,596
793587,26,0,215,646
793590,2,3,70,47
793601,34,3,205,354
793631,2,3,66,348
793632,2,3,66,311|322
793649,2,3,66,314
793689,2,3,66,462
793696,2,3,66,322
793706,2,3,66,174
793723,2,3,66,220
793727,2,3,66,462
793730,37,1,69,923
793756,2,3,181,238
793785,2,3,66,258
793787,2,3,66,363
793806,34,3,205,354
793815,2,3,66,462
793830,2,3,66,314
793866,11,3,205,135
793918,2,3,66,174
793928,2,3,66,318
793939,2,3,133,20
793942,2,3,66,220
793948,2,3,188,294
793954,2,3,66,348
793965,23,1,1,167
793980,2,3,66,174
793991,27,2,167,44
794010,2,3,66,196
794014,2,3,66,174
794064,17,1,133,11
794067,32,1,62,135
794074,2,3,66,174
794076,2,3,66,174
794090,2,3,66,321
794106,2,3,62,23
794113,2,3,66,311
794117,2,3,66,220
794135,2,3,66,363
794137,2,3,205,155
794150,2,3,66,314
794152,2,3,66,174
794171,2,3,66,462
794179,34,3,214,120
794186,11,3,205,354
794197,2,3,48,424
794231,34,3,202,265
794272,2,3,66,174
794295,2,3,214,119
794314,34,3,205,155
794322,2,3,66,220
794328,2,3,66,337
794340,2,3,66,196
794372,2,3,66,174
794377,2,3,66,311
794381,2,3,66,311
794389,2,3,66|115,220|258|966
794396,37,1,69,923
794419,2,3,66,311
794488,32,1,62,135
794573,2,3,66,318
794577,2,3,19,38
794587,2,3,66,260
794592,2,3,205,385
794614,2,3,66,442
794622,2,3,205,385
794623,2,3,66,254
794629,11,3,205,155
794634,2,3,66,462
794644,2,3,66,174
794646,11,3,133,20
794650,2,3,66,220
794654,2,3,66,363
794669,2,3,66,174
794685,2,3,66,348
794705,2,3,66,256
794707,2,3,66,448
794717,2,3,66,258
794718,2,3,66,174|246
794720,2,3,66,220
794763,2,3,198,208
794764,2,3,66,333
794766,2,3,154,196|535
794769,2,3,1,366
794778,2,3,66,442
794793,13,1,46,419
794794,2,3,66,318
794817,2,3,66,348
794829,2,3,198,208
794837,17,1,133,20
794843,2,3,66,447
794858,2,3,66,348
794860,2,3,66,174
794872,37,1,69,949
794877,32,1,62,135
794878,2,3,66,318
795008,34,3,205,354
795009,2,3,66,318
795028,26,0,215,646
795033,2,3,66,174
795034,2,3,66,153
795064,11,3,205,385
795081,13,1,70,47
795086,21,1,141,14
795162,11,3,205,155
795168,2,3,66,288
795197,23,1,69,676
795210,2,3,66,254
795243,2,3,66,226
795245,2,3,66,337
795258,2,3,215,817
795261,2,3,66,174
795289,2,3,66,351
795296,2,3,66,174
795312,2,3,66,311
795326,2,3,3,50
795338,2,3,66,356
795350,34,3,205,354
795351,34,3,205,354
795354,2,3,66,314
795360,2,3,66,174
795371,2,3,66,258
795381,2,3,66,174
795389,2,3,66,174
795394,34,3,205,385
795411,2,3,66,294
795445,2,3,71,0
795494,2,3,66,174
795502,37,1,69,959
795503,11,3,205,354
795536,17,1,133,20
795541,2,3,66,184
795579,37,1,69,812
795595,2,3,66,321
795622,11,3,46,171
795649,37,1,69,727
795687,2,3,66,459
795716,37,1,69,655
795741,2,3,66,318
795780,2,3,66,153
795806,2,3,66,462
795809,2,3,66,220
795821,2,3,205,385
795856,34,3,205,354
795874,2,3,66,174
795882,2,3,66,348
795907,2,3,66,462
795922,2,3,66,189
795926,11,3,205,155
795964,10,0,182,416
795981,2,3,66,442
795999,37,1,69,761
796000,2,3,66,184
796006,34,3,205,354
796022,2,3,66,174|462
796038,2,3,66,149
796047,8,4,77,824
796078,34,3,205,155
796085,40,3,66,288
796096,37,1,80,41
796100,2,3,66,143
796126,37,1,194,38
796137,2,3,66,294
796164,2,3,66,184
796167,2,3,66|91,45|442
796173,2,3,66,403
796197,2,3,66,258
796225,2,3,66,442
796238,2,3,188,294
796247,2,3,66,448
796267,2,3,66,311
796311,2,3,66,226
796320,2,3,19,38
796324,2,3,66,174
796336,2,3,162,12|13
796344,2,3,66,258
796349,11,3,205,354
796361,2,3,66,348
796411,2,3,66,322
796413,2,3,66,447
796429,2,3,66,363
796435,2,3,141,472
796436,2,3,66,348
796444,2,3,66,348
796477,2,3,66,174
796484,11,3,205,354
796494,24,2,3,50
796496,37,1,69,941
796504,2,3,66,226
796526,37,1,69,618|916
796530,2,3,66,318
796543,2,3,66,314
796545,2,3,66,348
796549,37,1,69,1008
796554,2,3,149,290
796586,2,3,66,363
796590,14,1,214,121
796602,2,3,66,174
796607,13,1,46,244
796613,34,3,205,354
796614,43,2,22,49
796627,2,3,66,174
796629,2,3,66,174
796656,34,3,205,155
796661,2,3,66,321
796666,2,3,66,442
796675,22,2,0,275
796729,2,3,66,220
796763,2,3,66,226
796775,22,2,0,232
796796,2,3,66,346
796811,8,4,77,824
796822,11,3,205,135
796835,37,1,69,750
796845,13,1,46,347
796859,17,1,133,32
796885,37,1,69,596
796937,2,3,66,348
796948,2,3,66,442
796975,34,3,205,155
797005,16,1,60,115
797011,2,3,66,198
797027,2,3,66,258
797055,37,1,69,735
797059,2,3,66,318
797073,8,4,77,824
797074,2,3,66,311
797076,24,2,231,68
797161,14,1,214,118
797163,30,4,195,548
797167,37,1,69,928
797194,2,3,66,321
797201,25,2,23,48
797218,2,3,66,258
797235,2,3,66,258
797283,2,3,66,321
797313,13,1,46,336
797323,37,1,69,923
797331,11,3,205,385
797358,2,3,66,403
797364,34,3,205,354
797373,37,1,69,682
797374,37,1,133,32
797382,2,3,66,467
797392,17,1,133,20
797402,6,0,162,13
797431,2,3,198,153
797493,2,3,66,220
797516,34,3,205,155
797525,2,3,66,467
797532,2,3,66,448
797559,13,1,46,172
797579,2,3,66,174
797580,37,1,69,739
797591,2,3,198,208
797633,2,3,66,174
797638,34,3,205,155
797641,2,3,66,325
797659,2,3,66,462
797682,34,3,205,135
797691,2,3,66,220|226
797694,34,3,205,155
797707,11,3,205,354
797734,37,1,69,928
797749,37,1,69,923
797767,2,3,66,435
797773,2,3,66,226
797776,30,4,195,548
797796,2,3,66,467
797799,34,3,205,135
797826,2,3,63,480
797842,37,1,69,696
797859,2,3,30,11
797860,34,3,205,312
797878,2,3,66,174
797897,27,2,167,51
797921,2,3,66,322
797928,2,3,66,462
797967,2,3,66,337
797975,2,3,23,48
798010,11,3,205,354
798040,2,3,179,18
798042,24,2,66,348
798043,37,1,69,695
798088,13,1,46,172
798103,13,1,46,398
798187,34,3,205,354
798208,2,3,66,346
798217,2,3,66,246
798234,2,3,66,246
798243,2,3,66,462
798258,2,3,66,174
798296,2,3,66,348
798297,2,3,66,153
798307,2,3,66,293
798319,37,1,69,695
798365,2,3,66,462
798385,2,3,66,318
798398,2,3,66,174
798411,2,3,66,348
798446,2,3,66,174
798472,2,3,66,448
798491,2,3,66,442
798516,2,3,66,442
798571,2,3,66|179,174|410
798592,2,3,66,331
798593,2,3,66,462
798621,2,3,66,226
798626,2,3,66,337
798637,2,3,66,462
798648,2,3,66,174|442
798654,2,3,229,249
798665,37,1,69,584
798706,2,3,66,348
798716,24,2,3,50
798721,23,1,1,318
798762,2,3,66,174
798787,2,3,66,442
798796,2,3,66,351
798800,34,3,205,354
798802,34,3,205,354
798803,34,3,29,194
798808,8,4,77,977
798825,2,3,66,331
798833,2,3,66,174
798836,11,3,205,354
798843,2,3,66,435
798848,13,1,23,48
798852,2,3,235,240
798870,37,1,69,850
798886,37,1,133,31
798889,2,3,66,174
798913,2,3,66,184
798919,34,3,205,385
799016,34,3,205,354
799027,2,3,66,226
799058,2,3,66,321
799073,24,2,3,63|64
799082,8,4,77,462
799115,2,3,66,196
799210,37,1,69,619|695
799216,13,1,46,414
799235,11,3,205,155
799271,11,3,205,312
799295,34,3,109,0
799300,2,3,66,174
799303,17,1,133,20
799307,37,1,69,959
799312,2,3,66,226
799327,34,3,205,155
799330,2,3,66,322
799333,2,3,66,174
799342,34,3,66,174
799368,2,3,66,311
799370,2,3,66,220
799383,2,3,52,40
799387,2,3,66,174
799401,2,3,66,293
799423,13,1,46,171
799458,2,3,66,174
799464,2,3,66,356
799492,8,4,77,871
799503,37,1,69,876
799525,2,3,231,69
799553,23,1,1,395
799562,34,3,205,354
799578,34,3,205,354
799593,34,3,205,135
799610,2,3,66,447
799611,37,1,69,747
799613,2,3,66,220
799617,18,2,119,0
799628,34,3,205,135
799646,2,3,66,403
799670,37,1,69,772
799675,17,1,133,20
799681,34,3,205,155
799702,37,1,69,812
799708,2,3,66,403
799739,2,3,66,153
799763,37,1,69,965
799764,2,3,1,321
799836,2,3,66,220
799841,11,3,205,155
799846,2,3,66,258
799875,2,3,66,246
799930,37,1,69,923
799946,2,3,66,331
799975,2,3,66,220
800000,8,4,77,824
800006,2,3,66,226
800019,40,3,66,196
800043,2,3,66,462
800046,34,3,205,354
800057,8,4,77,977
800060,8,4,77,824
800065,34,3,205,354
800069,2,3,235,13
800085,2,3,66,348
800108,18,2,119,0
800112,2,3,66,184
800139,2,3,66,363
800159,35,2,70,47
800167,37,1,69,844
800178,2,3,66,448
800181,37,1,69,772
800245,34,3,205,354
800254,2,3,123,0
800276,2,3,66,293
800318,2,3,66,260
800320,2,3,205,135
800327,37,1,69,761
800331,34,3,205,155
800341,2,3,215,646
800358,24,2,3,64
800376,2,3,66,174|311|331
800377,8,4,77,824
800380,34,3,205,354
800396,2,3,66,348
800401,37,1,69,664|695
800413,37,1,63,229
800421,34,3,205,354
800439,21,1,141,14
800460,2,3,66,442
800462,37,1,69,682
800465,37,1,69,693
800467,34,3,205,135
800489,34,3,205,135
800510,34,3,205,155
800522,26,0,215,646
800548,34,3,205,354
800571,34,3,8,425
800576,11,3,205,385
800594,2,3,66,174
800599,34,3,205,135
800625,2,3,66,467
800638,34,3,205,135
800652,34,3,205,354
800667,2,3,133,20
800674,34,3,205,135
800689,2,3,80,38
800697,2,3,105,45
800702,2,3,46,172
800718,2,3,66,348
800734,34,3,205,354
800741,2,3,66,153
800754,11,3,205,135
800768,2,3,66,260
800769,2,3,66,258
800775,2,3,66,448
800812,2,3,66,258
800825,2,3,66,442
800830,2,3,12,790
800833,11,3,205,135|155
800835,2,3,66,174
800837,2,3,66,467
800846,2,3,66,348
800879,2,3,66,174
800899,2,3,66,346
800900,34,3,205,135
800948,34,3,205,411
800950,2,3,66,220
800975,2,3,66,363
801016,2,3,66,318
801037,2,3,1,452
801043,2,3,66,318
801058,2,3,66,403
801070,34,3,205,354
801080,11,3,205,385
801112,2,3,66,226
801120,2,3,66,196
801144,2,3,66,174
801147,2,3,66,153
801149,2,3,66,174
801156,11,3,205,354
801174,2,3,66,337
801181,34,3,205,155
801185,34,3,205,354
801222,2,3,66,174
801257,2,3,63,479
801276,11,3,205,354
801317,26,0,215,715
801318,11,3,205,385
801341,2,3,66,260
801361,34,3,205,354
801371,34,3,205,354
801372,2,3,66,348
801382,2,3,66,442
801389,11,3,205,385
801392,34,3,205,354
801415,34,3,205,354
801444,2,3,119,0
801454,34,3,205,155
801461,11,3,205,312
801462,2,3,66,363
801467,34,3,205,155
801478,34,3,205,135
801490,2,3,66,149
801506,2,3,66,363
801516,34,3,205,155
801518,2,3,66,442
801535,34,3,205,155
801542,2,3,66,363
801546,34,3,205,354
801547,2,3,70,47
801571,2,3,66,174
801603,34,3,205,135
801641,2,3,66,348
801644,2,3,66,226
801666,2,3,66,348
801692,11,3,205,354
801725,2,3,66,337
801730,11,3,205,155
801733,2,3,66,174
801735,34,3,205,135
801747,2,3,66,260
801752,11,3,205,155
801763,2,3,119,0
801799,34,3,205,135
801814,2,3,80,38|41
801844,11,3,205,354
801857,2,3,66,363
801860,2,3,29,194
801886,2,3,19,55
801889,2,3,66,348
801892,2,3,66,184
801915,2,3,231,58
801933,11,3,205,155
801990,2,3,66,189
802002,2,3,80,38
802009,11,3,205|231,68|385
802018,2,3,66,442
802040,34,3,66,174
802060,2,3,66,335
802061,2,3,66,174
802062,2,3,66,174
802077,34,3,205,385
802079,2,3,66,311
802179,2,3,66,363
802198,34,3,205,354
802204,34,3,205,155
802220,34,3,93|205,44|411
802227,34,3,205,135
802250,2,3,66,462
802255,2,3,66,467
802257,34,3,205,354
802260,2,3,66,220
802263,2,3,66,254
802267,2,3,82,608
802273,2,3,198,208
802278,2,3,66,184
802282,34,3,205,155
802298,2,3,66,442
802313,33,2,194,38
802319,11,3,205,135
802325,2,3,68,335
802336,2,3,66,226
802341,2,3,66,363
802382,2,3,66,442
802388,2,3,66,315
802393,18,2,119,0
802404,2,3,66,447
802416,2,3,66,321
802429,2,3,66,318
802480,2,3,66,447
802483,2,3,66,346
802494,2,3,103,45
802496,26,0,215,646
802497,2,3,194,38
802511,2,3,66,260
802513,36,2,115,966
802528,2,3,66,174
802551,2,3,66,462
802555,2,3,66,337
802561,2,3,66,348
802563,2,3,66,363
802577,2,3,66,311
802598,27,2,167,47
802608,2,3,66,442
802627,2,3,66,442
802633,2,3,66,189
802642,26,0,215,677
802661,2,3,66,220
802668,2,3,66,447
802686,2,3,66,314
802689,2,3,66,258
802697,2,3,77,871
802709,2,3,215,817
802719,2,3,48,23
802720,2,3,66,448
802744,2,3,66,258
